[2024-03-10 13:23:22,223 INFO] Vocab size: 38622
[2024-03-10 13:23:22,223 INFO] EmotionVocab Size: 32
[2024-03-10 13:23:23,936 INFO] Training data size: 40252
[2024-03-10 13:23:23,936 INFO] Valid data size: 5736
[2024-03-10 13:23:23,936 INFO] Test data size: 307
[2024-03-10 13:23:32,639 INFO] loading emotion model...
[2024-03-10 13:23:38,819 INFO] S-0	<CLS> Help. Help me. I dunno what I'm doing anymore <SEP>
[2024-03-10 13:23:45,386 INFO] S-199	<CLS> I just woke up in a puddle of my own piss.. I lay on a inflatable mattress so my cloths and my cover just absorbed everything. On top of that its so I was shaking from being soaked. Why does shit like this happen to me? Just when I thought things were okay stupid shit like this happens. Fml. <SEP>
[2024-03-10 13:23:45,386 INFO] T-199	<BOS> It could be a medical condition, and you shouldn't be ashamed. I recommend you see a doctor about it. <EOS>
[2024-03-10 13:23:45,386 INFO] H-199	i am sorry to hear that .
[2024-03-10 13:23:45,386 INFO] S-200	<CLS> A friend just died. A friend of mine just died. I don't feel anything, there's something that is very wrong with me. I should be more sadder but no, nothing, nada. <SEP>
[2024-03-10 13:23:45,386 INFO] T-200	<BOS> You should talk to your other friends who you had in common, not with us here... <EOS>
[2024-03-10 13:23:45,386 INFO] H-200	that is a good thing . i hope you can find someone soon .
[2024-03-10 13:23:45,386 INFO] S-201	<CLS> Every single day I get closer to my eventual suicide.. Every single day it gets worse. <SEP>
[2024-03-10 13:23:45,386 INFO] T-201	<BOS> Not sure if you'll find this funny, but with each passing day, you *always* get closer to the day you die, natural or otherwise. Basically, suicidal or not, every day is a day closer to dying. <EOS>
[2024-03-10 13:23:45,386 INFO] H-201	that 's good . it 's always nice to have a good conversation .
[2024-03-10 13:23:45,386 INFO] S-202	<CLS> Do you ever look back at the past few years of your life and realize how it has been slowly falling apart?. It makes me nauseous. I feel disgusted with myself. <SEP>
[2024-03-10 13:23:45,386 INFO] T-202	<BOS> All the time man, still remember when i used to go outside, play with friends, not worry about anything and just live life till that one day when everything just fell apart i lost my friends, my motivation to go outside and be social, my parents trust its all gone and i can't go back <EOS>
[2024-03-10 13:23:45,386 INFO] H-202	oh no . that 's awful .
[2024-03-10 13:23:45,386 INFO] S-203	<CLS> im really tired. every day is too much. <SEP>
[2024-03-10 13:23:45,386 INFO] T-203	<BOS> I support and am thankful for you, friend. <EOS>
[2024-03-10 13:23:45,386 INFO] H-203	that 's good . what kind of restaurant ?
[2024-03-10 13:23:45,386 INFO] S-204	<CLS> I just got up the courage to ring Samaritans. The number on their website didn't work. Go figure. <SEP>
[2024-03-10 13:23:45,386 INFO] T-204	<BOS> That's some poetic bollocks, right there. Don't they have two numbers? I've seen that someplace. <EOS>
[2024-03-10 13:23:45,386 INFO] H-204	that 's awesome ! did you get it back ?
[2024-03-10 13:23:45,386 INFO] S-205	<CLS> I cannot sleep!. Please why can't my brain just relax :( <SEP>
[2024-03-10 13:23:45,386 INFO] T-205	<BOS> It's only about 1:45, there's still time to get some sleep, even if you're up early. Ultimately worrying about sleep isn't going to help you relax, and that's just going to make it harder to sleep. Try to think about something else <EOS>
[2024-03-10 13:23:45,386 INFO] H-205	that 's really good . what kind of restaurant ?
[2024-03-10 13:23:45,386 INFO] S-206	<CLS> Invisible. Went out tonight with a few friends. Went completely unnoticed again. Almost got into a scrap with some affliction wearing jock fag. Uneventful night otherwise as always. Why even bother. <SEP>
[2024-03-10 13:23:45,386 INFO] T-206	<BOS> I can't remember the last time I went out with friends, I guess I'd have to have some first <EOS>
[2024-03-10 13:23:45,386 INFO] H-206	oh wow , that is a pretty terrifying !
[2024-03-10 13:23:45,386 INFO] S-207	<CLS> Ever thought you were in a good, stable place and then one thing tips you off and you fall back down into the harrowing pit of despair so easily you question whether you'd made any progress at all ?. I just want to know and understand normal brain chemistry just once. <SEP>
[2024-03-10 13:23:45,386 INFO] T-207	<BOS> Right now, I just fucked everything up <EOS>
[2024-03-10 13:23:45,386 INFO] H-207	that 's good . i hope you can get the money back soon !
[2024-03-10 13:23:45,386 INFO] S-208	<CLS> Anyone ever just want to disassociate from their emotions?. Emotions kinda suck. Maybe being a robot is better? <SEP>
[2024-03-10 13:23:45,386 INFO] T-208	<BOS> Yes, but I dont know how because Im very emotional. <EOS>
[2024-03-10 13:23:45,386 INFO] H-208	oh no ! i would have been too !
[2024-03-10 13:23:45,386 INFO] S-209	<CLS> Is this an attempt?. Is using your school id to make a noose and tie it around your neck a suicide attempt? <SEP>
[2024-03-10 13:23:45,386 INFO] T-209	<BOS> Did you think you might die from it? <EOS>
[2024-03-10 13:23:45,386 INFO] H-209	that 's awful . i hope you were n't hurt .
[2024-03-10 13:23:45,386 INFO] S-210	<CLS> Will she give me a diagnosis?. Hey! I will see my psychologist next week for the 4th time and I'm curious. Will she ever give me a diagnosis or a detailed speech about what's wrong with me? because if not I know I will feel like shit I will just think that I don't deserve help. <SEP>
[2024-03-10 13:23:45,386 INFO] T-210	<BOS> If she doesn't, you should ask about it. Talk at the beginning of the session and say I would really like to know your assessment of what's going on with me. I feel like it would really help me to know what you think, and what you think would help me get better <EOS>
[2024-03-10 13:23:45,386 INFO] H-210	i hope you do too .
[2024-03-10 13:23:45,386 INFO] S-211	<CLS> POEM:Hollow. ***EMPTY*** *rooms and* ***EMPTY*** ***SOULS*** ***FORGOTTEN*** *places and* ***HEART*** *shaped holes* ***DEPRESSION*** *comes with days of* ***STRUGGLE*** *and often times a* ***BLOODY PUDDLE*** UP\-VOTES CURE MY DEPRESSION <SEP>
[2024-03-10 13:23:45,386 INFO] T-211	<BOS> Brilliant. I sat here and mulled it over. I really like it. <EOS>
[2024-03-10 13:23:45,386 INFO] H-211	i 'm sorry to hear that . it 's always tough to have a friend .
[2024-03-10 13:23:45,386 INFO] S-212	<CLS> I'm terrified to seek help. I know I need help. Now. But I'm terrified, especially of what my bf will think. I know I shouldn't be but realistically it's a massive worry. I don't even know where to begin <SEP>
[2024-03-10 13:23:45,386 INFO] T-212	<BOS> Nothing to be afraid of, would your bf be embarassed to go to hospital after breaking his finger? No. Why should you be scared to seek mental help, broken finger hurts, depression if not treated can kill, and in the worst way possible. Go and find yourself a therapist, someone you can tell all about your problems. Hope it works out. <EOS>
[2024-03-10 13:23:45,386 INFO] H-212	i 'm glad you are ok . i 'm sure you 'll do fine .
[2024-03-10 13:23:45,386 INFO] S-213	<CLS> School is stressing me the fuck out. Makes everything feel so pointless <SEP>
[2024-03-10 13:23:45,386 INFO] T-213	<BOS> I feel the same fuck school <EOS>
[2024-03-10 13:23:45,386 INFO] H-213	i can understand that . it can be hard sometimes sometimes .
[2024-03-10 13:23:45,387 INFO] S-214	<CLS> I'm trying to set goals for myself this weekend but can't.... I just have no interest in living, doing anything for myself... I know that I should set some goals that accomplish something positive for myself but... I just can't... I can't think of anything I want to do... <SEP>
[2024-03-10 13:23:45,387 INFO] T-214	<BOS> Here is a goal: get out of bed. I'm sure you are familiar with that crushing feeling where you just cant move because your depression is so fucking heavy. Just move a little bit. None is expecting you to be the fastest person in the race, we just want you to keep moving forward with us. A good goal is something achievable. On my broken days, my goals are to get up, take a shower, make a bowl of cereal. I'm a bit luckier than most, I have a wonderful wife and child, and they help me out when it comes to keeping myself moving forward. Just tiny things should be your goal. Eat an apple. Stretch. Take a shower, fuck, take a bath. Dont try to solve world hunger, just do what is possible for you. Message me at any time, we are all in this fight together. <EOS>
[2024-03-10 13:23:45,387 INFO] H-214	i hope you get the job !
[2024-03-10 13:23:45,387 INFO] S-215	<CLS> My friends started to hang out without me and have straight up ditched me. I don't know what to do about it <SEP>
[2024-03-10 13:23:45,387 INFO] T-215	<BOS> are you quiet or shy? that'll be why <EOS>
[2024-03-10 13:23:45,387 INFO] H-215	that 's a good thing to do . i am sure you will get through it .
[2024-03-10 13:23:45,387 INFO] S-216	<CLS> I hate being so numb that I can't even force myself to cry.. I just want to feel something other than empty hopeless despair. Even if it isn't real. <SEP>
[2024-03-10 13:23:45,387 INFO] T-216	<BOS> Terror and pain always wakes me up. I occasionally deliberately start fist fights with my brother (who is a body builder) to kick start things. Or hanging out volunteering with kids; shit is the best. You get to read to them, or fucking play with my little ponies or Legos, watch cartoons. <EOS>
[2024-03-10 13:23:45,387 INFO] H-216	that 's awesome ! i 'm happy for you .
[2024-03-10 13:23:45,387 INFO] S-217	<CLS> Why take anti-depressants? I don't understand. Why? If you do, than you aren't yourself. I want to be myself. I don't want to be some drugged-up person who isn't really me. <SEP>
[2024-03-10 13:23:45,387 INFO] T-217	<BOS> I've been on antidepressants for a few months now and I'm still very much myself. Honestly, I'm more myself now than before I was taking them, because now I can see the real me instead of it being blurred out by some dramatic cloud of self depreciation and suicidal thoughts. I've still got a long way to go and my depression is definitely still here but yeah. People take them because they help. I don't know where this idea that they turn everyone into emotionless robots comes from <EOS>
[2024-03-10 13:23:45,387 INFO] H-217	that is a good thing .
[2024-03-10 13:23:45,387 INFO] S-218	<CLS> I can't cry anymore. I haven't cried in over two years, I don't think I am anything anymore. <SEP>
[2024-03-10 13:23:45,387 INFO] T-218	<BOS> Hey dude i used to cry everday on the bus looking back at my awful day, so i grew my hair out super long so no one could see it. Maybe its better not to cry <EOS>
[2024-03-10 13:23:45,387 INFO] H-218	that 's terrible . i hope it was n't too hard for you .
[2024-03-10 13:23:45,387 INFO] S-219	<CLS> Is this depression?. I feel empty inside sometimes. There's nothing there. No thoughts, no emotions, nothing. I'm just hollow. <SEP>
[2024-03-10 13:23:45,387 INFO] T-219	<BOS> Actually, if it continues over a long period of time, it could be depression. You shouldn't be feeling numb all of the time. Are you also experiencing sadness? <EOS>
[2024-03-10 13:23:45,387 INFO] H-219	i 'm sorry to hear that . i 'm sure you 'll be able to talk to your doctor .
